:GT2K_ALARM_LOG_HISTORY,0
:ALARM_ID,3
:ALARM_NAME,"0_LD_STS_raw"
:RECORD_NUM,5000
:COMMENT_GROUP_GENERAL_ID,1
:COMMENT_GROUP_MIDDLE_ID,0
:COMMENT_GROUP_UPPER_ID,0
:COMMENT_GROUP_DETAIL_ID,0
:ALARM_HISTORY_NUM,5000
:NOT_RESUMED_NUM,4
:UNCONFIRMED_NUM,5000
:DATE_ORDER,YYYY/MM/DD hh:mm:ss
:LOCAL_TIME,GMT 00:00
:TIME_INF_ORDER,
UPPER_NO,MIDDLE_NO,COMMENT_NO,COMMENT,STATUS,OCCURRED,RESTORED,CHECKED,LEVEL,GROUP
0,0,8,"運転中(LD→全設備)",R,2023/11/21 10:33:06,2023/11/21 10:41:34,****/**/** **:**:**,1,1
0,0,12,"不足、満杯中(LD→全設備)",R,2023/11/21 10:33:10,2023/11/21 10:41:36,****/**/** **:**:**,1,1
0,0,13,"装置内部パネル無(LD→全設備)",R,2023/11/21 10:33:56,2023/11/21 10:50:02,****/**/** **:**:**,1,1
0,0,11,"安全ｶﾊﾞｰ開中(LD→全設備)",R,2023/11/21 10:40:26,2023/11/21 10:49:56,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 10:40:28,2023/11/21 10:48:14,****/**/** **:**:**,1,1
0,0,3,"手動モード(LD→全設備）",R,2023/11/21 10:41:36,2023/11/21 10:41:50,****/**/** **:**:**,1,1
0,0,6,"自動モード(LD→全設備)",R,2023/11/21 10:41:50,2023/11/21 10:43:40,****/**/** **:**:**,1,1
0,0,8,"運転中(LD→全設備)",R,2023/11/21 10:41:50,2023/11/21 10:43:38,****/**/** **:**:**,1,1
0,0,12,"不足、満杯中(LD→全設備)",R,2023/11/21 10:41:50,2023/11/21 10:43:40,****/**/** **:**:**,1,1
0,0,3,"手動モード(LD→全設備）",R,2023/11/21 10:43:40,2023/11/21 10:49:58,****/**/** **:**:**,1,1
0,0,4,"原点復帰モード(LD→全設備)",R,2023/11/21 10:49:58,2023/11/21 10:50:02,****/**/** **:**:**,1,1
0,0,6,"自動モード(LD→全設備)",R,2023/11/21 10:50:02,2023/11/21 10:59:58,****/**/** **:**:**,1,1
0,0,8,"運転中(LD→全設備)",R,2023/11/21 10:50:02,2023/11/21 10:50:56,****/**/** **:**:**,1,1
0,0,12,"不足、満杯中(LD→全設備)",R,2023/11/21 10:50:06,2023/11/21 10:54:56,****/**/** **:**:**,1,1
0,0,8,"運転中(LD→全設備)",R,2023/11/21 10:51:52,2023/11/21 10:51:54,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 10:52:10,2023/11/21 10:54:04,****/**/** **:**:**,1,1
0,0,13,"装置内部パネル無(LD→全設備)",R,2023/11/21 10:54:02,2023/11/21 11:00:22,****/**/** **:**:**,1,1
0,0,8,"運転中(LD→全設備)",R,2023/11/21 10:54:04,2023/11/21 10:59:58,****/**/** **:**:**,1,1
0,0,11,"安全ｶﾊﾞｰ開中(LD→全設備)",R,2023/11/21 10:54:08,2023/11/21 11:00:16,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 10:54:14,2023/11/21 10:54:20,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 10:54:22,2023/11/21 10:54:34,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 10:54:36,2023/11/21 10:54:54,****/**/** **:**:**,1,1
0,0,3,"手動モード(LD→全設備）",R,2023/11/21 10:59:58,2023/11/21 11:00:08,****/**/** **:**:**,1,1
0,0,4,"原点復帰モード(LD→全設備)",R,2023/11/21 11:00:08,2023/11/21 11:00:18,****/**/** **:**:**,1,1
0,0,3,"手動モード(LD→全設備）",R,2023/11/21 11:00:18,2023/11/21 11:00:20,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 11:00:18,2023/11/21 11:00:22,****/**/** **:**:**,1,1
0,0,6,"自動モード(LD→全設備)",R,2023/11/21 11:00:20,2023/11/21 11:01:24,****/**/** **:**:**,1,1
0,0,8,"運転中(LD→全設備)",R,2023/11/21 11:00:22,2023/11/21 11:00:50,****/**/** **:**:**,1,1
0,0,12,"不足、満杯中(LD→全設備)",R,2023/11/21 11:00:26,2023/11/21 11:01:24,****/**/** **:**:**,1,1
0,0,3,"手動モード(LD→全設備）",R,2023/11/21 11:01:24,2023/11/21 11:19:42,****/**/** **:**:**,1,1
0,0,11,"安全ｶﾊﾞｰ開中(LD→全設備)",R,2023/11/21 11:02:18,2023/11/21 11:19:34,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 11:19:40,2023/11/21 11:19:42,****/**/** **:**:**,1,1
0,0,6,"自動モード(LD→全設備)",R,2023/11/21 11:19:42,2023/11/21 14:18:53,****/**/** **:**:**,1,1
0,0,8,"運転中(LD→全設備)",R,2023/11/21 11:19:42,2023/11/21 11:24:03,****/**/** **:**:**,1,1
0,0,12,"不足、満杯中(LD→全設備)",R,2023/11/21 11:19:42,2023/11/21 12:58:01,****/**/** **:**:**,1,1
0,0,8,"運転中(LD→全設備)",R,2023/11/21 11:24:05,2023/11/21 12:02:41,****/**/** **:**:**,1,1
0,0,13,"装置内部パネル無(LD→全設備)",R,2023/11/21 11:32:37,2023/11/21 12:58:35,****/**/** **:**:**,1,1
0,0,11,"安全ｶﾊﾞｰ開中(LD→全設備)",R,2023/11/21 12:03:39,2023/11/21 12:04:27,****/**/** **:**:**,1,1
0,0,8,"運転中(LD→全設備)",R,2023/11/21 12:04:35,2023/11/21 12:06:43,****/**/** **:**:**,1,1
0,0,11,"安全ｶﾊﾞｰ開中(LD→全設備)",R,2023/11/21 12:06:49,2023/11/21 12:58:25,****/**/** **:**:**,1,1
0,0,8,"運転中(LD→全設備)",R,2023/11/21 12:58:31,2023/11/21 14:18:51,****/**/** **:**:**,1,1
0,0,12,"不足、満杯中(LD→全設備)",R,2023/11/21 12:58:37,2023/11/21 15:49:16,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 13:14:01,2023/11/21 13:14:03,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 13:28:31,2023/11/21 13:28:33,****/**/** **:**:**,1,1
0,0,13,"装置内部パネル無(LD→全設備)",R,2023/11/21 14:10:31,2023/11/21 15:50:42,****/**/** **:**:**,1,1
0,0,3,"手動モード(LD→全設備）",R,2023/11/21 14:18:53,2023/11/21 15:50:38,****/**/** **:**:**,1,1
0,0,11,"安全ｶﾊﾞｰ開中(LD→全設備)",R,2023/11/21 14:20:21,2023/11/21 14:20:57,****/**/** **:**:**,1,1
0,0,11,"安全ｶﾊﾞｰ開中(LD→全設備)",R,2023/11/21 15:49:14,2023/11/21 15:50:36,****/**/** **:**:**,1,1
0,0,4,"原点復帰モード(LD→全設備)",R,2023/11/21 15:50:38,2023/11/21 15:50:40,****/**/** **:**:**,1,1
0,0,5,"原点復帰完了(LD→全設備)",R,2023/11/21 15:50:40,2023/11/21 15:50:42,****/**/** **:**:**,1,1
0,0,6,"自動モード(LD→全設備)",R,2023/11/21 15:50:40,2023/11/21 16:20:40,****/**/** **:**:**,1,1
0,0,8,"運転中(LD→全設備)",R,2023/11/21 15:50:42,2023/11/21 16:20:38,****/**/** **:**:**,1,1
0,0,12,"不足、満杯中(LD→全設備)",R,2023/11/21 15:50:46,2023/11/21 16:21:08,****/**/** **:**:**,1,1
0,0,13,"装置内部パネル無(LD→全設備)",R,2023/11/21 16:04:08,2023/11/21 16:22:08,****/**/** **:**:**,1,1
0,0,3,"手動モード(LD→全設備）",R,2023/11/21 16:20:40,2023/11/21 16:20:52,****/**/** **:**:**,1,1
