:GT2K_ALARM_LOG_HISTORY,0
:ALARM_ID,2
:ALARM_NAME,"0_LD_STS"
:RECORD_NUM,5000
:COMMENT_GROUP_GENERAL_ID,200
:COMMENT_GROUP_MIDDLE_ID,0
:COMMENT_GROUP_UPPER_ID,0
:COMMENT_GROUP_DETAIL_ID,0
:ALARM_HISTORY_NUM,5000
:NOT_RESUMED_NUM,1
:UNCONFIRMED_NUM,5000
:DATE_ORDER,YYYY/MM/DD hh:mm:ss
:LOCAL_TIME,GMT 00:00
:TIME_INF_ORDER,
UPPER_NO,MIDDLE_NO,COMMENT_NO,COMMENT,STATUS,OCCURRED,RESTORED,CHECKED,LEVEL,GROUP
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/19 03:50:06,2023/10/19 03:51:26,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/19 03:51:26,2023/10/19 03:51:34,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/19 03:51:34,2023/10/19 03:51:56,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/19 03:51:56,2023/10/19 03:52:12,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/19 03:52:12,2023/10/19 03:52:20,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/19 03:52:20,2023/10/19 03:52:44,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/19 03:52:44,2023/10/19 03:53:00,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/19 03:53:00,2023/10/19 03:53:08,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/19 03:53:08,2023/10/19 03:53:30,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/19 03:53:30,2023/10/19 03:53:46,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/19 03:53:46,2023/10/19 03:53:54,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/19 03:53:54,2023/10/19 03:54:18,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/19 03:54:18,2023/10/19 03:54:32,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/19 03:54:32,2023/10/19 03:54:38,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/19 03:54:38,2023/10/19 04:00:02,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/19 04:00:02,2023/10/19 04:00:22,****/**/** **:**:**,1,1
0,0,1,"E01:手動",R,2023/10/19 04:00:22,2023/10/19 04:00:30,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/19 04:00:30,2023/10/19 05:07:25,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/19 05:07:25,2023/10/19 05:07:27,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/19 05:07:27,2023/10/19 05:07:29,****/**/** **:**:**,1,1
0,0,15,"E15:その他",R,2023/10/19 05:07:29,2023/10/19 05:07:31,****/**/** **:**:**,1,1
0,0,1,"E01:手動",R,2023/10/19 05:07:31,2023/10/19 05:08:01,****/**/** **:**:**,1,1
0,0,3,"E03:原点復帰",R,2023/10/19 05:08:01,2023/10/19 05:08:03,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/19 05:08:03,2023/10/19 05:08:07,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/19 05:08:07,2023/10/19 05:44:21,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/19 05:44:21,2023/10/19 07:49:09,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/19 07:49:09,2023/10/19 07:49:17,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/19 07:49:17,2023/10/19 08:25:36,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/19 08:25:36,2023/10/19 09:13:54,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/19 09:13:54,2023/10/19 09:17:48,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/19 09:17:48,2023/10/19 09:18:04,****/**/** **:**:**,1,1
0,0,6,"E06:安全ｶﾊﾞｰ開",R,2023/10/19 09:18:04,2023/10/19 09:19:06,****/**/** **:**:**,1,1
0,0,2,"E02:自動",R,2023/10/19 09:19:06,2023/10/19 09:19:54,****/**/** **:**:**,1,1
0,0,7,"E07:不足満杯",R,2023/10/19 09:19:54,2023/10/19 09:52:40,****/**/** **:**:**,1,1
